1.000000000000000000e+01 -3.848898579269647777e-03
2.000000000000000000e+01 -9.430665109939159740e-03
3.000000000000000000e+01 -1.566649182031435578e-02
4.000000000000000000e+01 -2.232706612267804439e-02
5.000000000000000000e+01 -2.930347984906136322e-02
6.000000000000000000e+01 -3.653158749482830758e-02
7.000000000000000000e+01 -4.396900385912152348e-02
8.000000000000000000e+01 -5.158560405095553858e-02
9.000000000000000000e+01 -5.935886370845928905e-02
1.000000000000000000e+02 -6.727129945512204390e-02
1.100000000000000000e+02 -7.530894437294372024e-02
1.200000000000000000e+02 -8.346038269805579335e-02
1.300000000000000000e+02 -9.171610858925539900e-02
1.400000000000000000e+02 -1.000680833780420859e-01
1.500000000000000000e+02 -1.085094199597111536e-01
1.600000000000000000e+02 -1.170341517131099907e-01
1.700000000000000000e+02 -1.256370594087786174e-01
1.800000000000000000e+02 -1.343135389795173662e-01
1.900000000000000000e+02 -1.430594987613262870e-01
2.000000000000000000e+02 -1.518712784242427227e-01
2.100000000000000000e+02 -1.607455841549024211e-01
2.200000000000000000e+02 -1.696794362112859222e-01
2.300000000000000000e+02 -1.786701260311649442e-01
2.400000000000000000e+02 -1.877151808129099708e-01
2.500000000000000000e+02 -1.968123340088724915e-01
2.600000000000000000e+02 -2.059595005467090012e-01
2.700000000000000000e+02 -2.151547558679265948e-01
2.800000000000000000e+02 -2.243963180756823050e-01
2.900000000000000000e+02 -2.336825326358294985e-01
3.000000000000000000e+02 -2.430118591904202319e-01
3.100000000000000000e+02 -2.523828601311585151e-01
3.200000000000000000e+02 -2.617941906486178083e-01
3.300000000000000000e+02 -2.712445900263907306e-01
3.400000000000000000e+02 -2.807328739913548810e-01
3.500000000000000000e+02 -2.902579279645995380e-01
3.600000000000000000e+02 -2.998187010842322531e-01
3.700000000000000000e+02 -3.094142008927723841e-01
3.800000000000000000e+02 -3.190434885992499692e-01
3.900000000000000000e+02 -3.287056748403365258e-01
4.000000000000000000e+02 -3.383999158764827153e-01
4.100000000000000000e+02 -3.481254101686513946e-01
4.200000000000000000e+02 -3.578813952892019867e-01
4.300000000000000000e+02 -3.676671451271238400e-01
4.400000000000000000e+02 -3.774819673533688635e-01
4.500000000000000000e+02 -3.873252011167147013e-01
4.600000000000000000e+02 -3.971962149445267820e-01
4.700000000000000000e+02 -4.070944048261393999e-01
4.800000000000000000e+02 -4.170191924594165989e-01
4.900000000000000000e+02 -4.269700236434885721e-01
5.000000000000000000e+02 -4.369463668027415704e-01
5.100000000000000000e+02 -4.469477116289278240e-01
5.200000000000000000e+02 -4.569735678298145198e-01
5.300000000000000000e+02 -4.670234639741193683e-01
5.400000000000000000e+02 -4.770969464236495816e-01
5.500000000000000000e+02 -4.871935783445630053e-01
5.600000000000000000e+02 -4.973129387905607102e-01
5.700000000000000000e+02 -5.074546218515816332e-01
5.800000000000000000e+02 -5.176182358622549717e-01
5.900000000000000000e+02 -5.278034026649559562e-01
6.000000000000000000e+02 -5.380097569228364796e-01
6.100000000000000000e+02 -5.482369454786635288e-01
6.200000000000000000e+02 -5.584846267557128652e-01
6.300000000000000000e+02 -5.687524701973211139e-01
6.400000000000000000e+02 -5.790401557420312706e-01
6.500000000000000000e+02 -5.893473733315476304e-01
6.600000000000000000e+02 -5.996738224489769342e-01
6.700000000000000000e+02 -6.100192116850599033e-01
6.800000000000000000e+02 -6.203832583303051651e-01
6.900000000000000000e+02 -6.307656879911192060e-01
7.000000000000000000e+02 -6.411662342281942983e-01
7.100000000000000000e+02 -6.515846382155617844e-01
7.200000000000000000e+02 -6.620206484188596585e-01
7.300000000000000000e+02 -6.724740202914749609e-01
7.400000000000000000e+02 -6.829445159873397397e-01
7.500000000000000000e+02 -6.934319040892527042e-01
7.600000000000000000e+02 -7.039359593516947289e-01
7.700000000000000000e+02 -7.144564624571799749e-01
7.800000000000000000e+02 -7.249931997852676613e-01
7.900000000000000000e+02 -7.355459631934206932e-01
8.000000000000000000e+02 -7.461145498089599704e-01
8.100000000000000000e+02 -7.566987618314259256e-01
8.200000000000000000e+02 -7.672984063446971481e-01
8.300000000000000000e+02 -7.779132951382778938e-01
8.400000000000000000e+02 -7.885432445371981514e-01
8.500000000000000000e+02 -7.991880752400163379e-01
8.600000000000000000e+02 -8.098476121644417880e-01
8.700000000000000000e+02 -8.205216843001452709e-01
8.800000000000000000e+02 -8.312101245683316542e-01
8.900000000000000000e+02 -8.419127696876992362e-01
9.000000000000000000e+02 -8.526294600464231488e-01
9.100000000000000000e+02 -8.633600395798296523e-01
9.200000000000000000e+02 -8.741043556534472403e-01
9.300000000000000000e+02 -8.848622589511433434e-01
9.400000000000000000e+02 -8.956336033680722952e-01
9.500000000000000000e+02 -9.064182459081805421e-01
